PID,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,loan_status
1305342,1922088,,8000.0,8000.0,8000.0, 36 months,15.31%,278.54,C,C5,Faculty ,< 1 year,MORTGAGE,78500.0,Source Verified,Mar-16,n,https://lendingclub.com/browse/loanDetail.action?loan_id=73905333,,debt_consolidation,Debt consolidation,800xx,CO,3.82,0.0,Jun-03,675.0,679.0,1.0,27.0,,33.0,0.0,8317.0,66.50%,45.0,w,0.0,0.0,9940.936025,9940.94,8000.0,1940.94,0.0,0.0,0.0,Sep-18,1887.1,,Feb-20,654.0,650.0,0.0,,1.0,Individual,,,,0.0,80.0,526145.0,2.0,23.0,1.0,2.0,6.0,174500.0,100.0,3.0,3.0,2791.0,98.0,12500.0,1.0,0.0,2.0,7.0,17538.0,238.0,95.7,0.0,0.0,153.0,139.0,5.0,5.0,2.0,5.0,,6.0,27.0,0.0,3.0,4.0,3.0,7.0,31.0,8.0,12.0,4.0,33.0,0.0,0.0,0.0,5.0,97.5,100.0,0.0,0.0,532950.0,182817.0,5500.0,174500.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
1426755,2620636,,12550.0,12550.0,12550.0, 36 months,14.16%,429.91,C,C2,Flight Attendant,3 years,OWN,30000.0,Source Verified,Mar-14,n,https://lendingclub.com/browse/loanDetail.action?loan_id=12415830,,credit_card,Credit card refinancing,941xx,CA,17.46,0.0,Oct-07,690.0,694.0,0.0,,,7.0,0.0,17545.0,54.10%,11.0,w,0.0,0.0,14975.83,14975.83,12550.0,2425.83,0.0,0.0,0.0,Feb-16,5947.72,,Apr-16,699.0,695.0,0.0,,1.0,Individual,,,,0.0,0.0,17545.0,,,,,,,,,,,,29200.0,,,,2.0,2924.0,5655.0,71.9,0.0,0.0,,77.0,17.0,17.0,0.0,17.0,,17.0,,0.0,4.0,4.0,5.0,7.0,0.0,7.0,11.0,4.0,7.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,29200.0,17545.0,23200.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
786535,1997088,,21000.0,21000.0,21000.0, 60 months,16.59%,517.29,D,D2,Grants Manager,8 years,MORTGAGE,49800.0,Source Verified,Jan-16,n,https://lendingclub.com/browse/loanDetail.action?loan_id=69008013,,debt_consolidation,Debt consolidation,853xx,AZ,27.33,1.0,Aug-04,675.0,679.0,0.0,15.0,,7.0,0.0,947.0,45.10%,11.0,f,0.0,0.0,21925.45,21925.45,21000.0,925.45,0.0,0.0,0.0,Apr-16,20939.26,,Apr-19,624.0,620.0,0.0,72.0,1.0,Individual,,,,0.0,1428.0,144493.0,0.0,3.0,0.0,2.0,15.0,25138.0,67.0,2.0,3.0,308.0,65.0,2100.0,1.0,1.0,0.0,5.0,20642.0,192.0,61.6,0.0,0.0,80.0,103.0,7.0,7.0,2.0,21.0,,15.0,,1.0,1.0,2.0,1.0,2.0,4.0,3.0,5.0,2.0,7.0,0.0,0.0,0.0,2.0,81.8,0.0,0.0,0.0,185328.0,26085.0,500.0,37781.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
2225130,1174286,,40000.0,40000.0,40000.0, 36 months,10.42%,1298.59,B,B3,CHEF-OWNER,6 years,MORTGAGE,240000.0,Source Verified,Nov-17,n,https://lendingclub.com/browse/loanDetail.action?loan_id=124848131,,home_improvement,Home improvement,330xx,FL,0.53,0.0,Jan-94,670.0,674.0,0.0,28.0,,4.0,0.0,1883.0,33.60%,16.0,w,0.0,0.0,15842.73,15842.73,8864.78,2799.37,0.0,4178.58,376.0722,Sep-18,1298.59,,Feb-19,539.0,535.0,0.0,28.0,1.0,Individual,,,,0.0,0.0,1883.0,1.0,0.0,0.0,0.0,119.0,0.0,,1.0,1.0,817.0,34.0,5600.0,0.0,0.0,1.0,1.0,471.0,3217.0,36.9,0.0,0.0,154.0,286.0,3.0,3.0,1.0,43.0,71.0,3.0,71.0,7.0,2.0,2.0,3.0,8.0,4.0,4.0,11.0,3.0,4.0,0.0,0.0,0.0,1.0,56.3,0.0,0.0,0.0,5600.0,1883.0,5100.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,Y
1901248,2075712,,10500.0,10500.0,10500.0, 60 months,13.67%,242.53,C,C4,TECH,< 1 year,RENT,45000.0,Source Verified,Nov-15,n,https://lendingclub.com/browse/loanDetail.action?loan_id=65139594,,debt_consolidation,Debt consolidation,300xx,GA,26.72,1.0,Dec-85,675.0,679.0,0.0,15.0,64.0,17.0,1.0,19095.0,79.20%,32.0,w,0.0,0.0,14397.12172,14397.12,10500.0,3897.12,0.0,0.0,0.0,Apr-20,128.98,,Aug-20,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,20020.0,,,,,,,,,,,,24000.0,,,,3.0,1178.0,1081.0,93.5,0.0,0.0,126.0,359.0,8.0,8.0,2.0,8.0,,8.0,,0.0,10.0,15.0,10.0,19.0,3.0,16.0,27.0,15.0,17.0,0.0,0.0,0.0,1.0,96.7,100.0,1.0,0.0,38885.0,20020.0,16800.0,14885.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
1302488,224753,,21275.0,21275.0,21275.0, 60 months,12.40%,477.57,B,B4,Nurse,< 1 year,RENT,80000.0,Source Verified,Oct-19,n,https://lendingclub.com/browse/loanDetail.action?loan_id=160038599,,home_improvement,Home improvement,104xx,NY,24.18,0.0,Feb-11,720.0,724.0,1.0,,,23.0,0.0,19020.0,24.80%,27.0,w,18574.51,18574.51,4761.04,4761.04,2700.49,2060.55,0.0,0.0,0.0,Aug-20,477.57,Sep-20,Aug-20,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,39905.0,1.0,2.0,0.0,2.0,14.0,20885.0,67.0,1.0,5.0,3263.0,38.0,74100.0,1.0,0.0,1.0,7.0,1735.0,39284.0,27.1,0.0,0.0,44.0,104.0,0.0,0.0,0.0,17.0,,0.0,,0.0,13.0,20.0,13.0,14.0,3.0,21.0,24.0,20.0,23.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,105264.0,39905.0,54600.0,31164.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
69474,1108298,,3000.0,3000.0,3000.0, 36 months,10.42%,97.4,B,B3,Title IV Coordinator,5 years,RENT,42000.0,Source Verified,Jan-18,n,https://lendingclub.com/browse/loanDetail.action?loan_id=126782055,,credit_card,Credit card refinancing,606xx,IL,8.57,0.0,May-04,690.0,694.0,0.0,,,8.0,0.0,3038.0,46%,12.0,f,474.34,474.34,3015.93,3015.93,2525.66,490.27,0.0,0.0,0.0,Aug-20,97.4,Sep-20,Aug-20,754.0,750.0,0.0,,1.0,Individual,,,,0.0,0.0,46630.0,0.0,5.0,0.0,1.0,20.0,43592.0,104.0,0.0,0.0,2549.0,96.0,6600.0,0.0,0.0,0.0,1.0,5829.0,451.0,85.0,0.0,0.0,113.0,164.0,58.0,20.0,0.0,164.0,,,,0.0,1.0,3.0,1.0,1.0,9.0,3.0,3.0,3.0,8.0,0.0,0.0,0.0,0.0,90.9,100.0,0.0,0.0,48516.0,46630.0,3000.0,41916.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
1452538,1381907,,7000.0,7000.0,7000.0, 36 months,30.17%,297.82,F,F3,Heavy Equipment Operator,4 years,MORTGAGE,36000.0,Verified,Jun-17,n,https://lendingclub.com/browse/loanDetail.action?loan_id=111559919,,other,Other,479xx,IN,11.4,0.0,Jun-06,685.0,689.0,4.0,46.0,,6.0,0.0,932.0,9.90%,26.0,f,0.0,0.0,10689.58473,10689.58,7000.0,3689.58,0.0,0.0,0.0,May-20,884.99,,Aug-20,654.0,650.0,0.0,,1.0,Individual,,,,0.0,0.0,45041.0,0.0,2.0,1.0,4.0,10.0,44109.0,99.0,1.0,4.0,0.0,84.0,9400.0,6.0,2.0,8.0,8.0,7507.0,5500.0,0.0,0.0,0.0,132.0,55.0,7.0,7.0,2.0,55.0,,0.0,,0.0,0.0,2.0,1.0,3.0,18.0,4.0,6.0,2.0,6.0,0.0,0.0,0.0,2.0,95.8,0.0,0.0,0.0,53928.0,45041.0,5500.0,44528.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
1334193,1824570,,5000.0,5000.0,5000.0, 36 months,9.75%,160.75,B,B3,Dental Assistant,< 1 year,RENT,14040.0,Source Verified,May-16,n,https://lendingclub.com/browse/loanDetail.action?loan_id=78419964,,credit_card,Other,549xx,WI,29.23,0.0,Jul-02,690.0,694.0,1.0,65.0,,9.0,0.0,6700.0,48.90%,30.0,w,0.0,0.0,5544.515739,5544.52,5000.0,544.52,0.0,0.0,0.0,Sep-17,3138.69,,Jan-20,689.0,685.0,0.0,65.0,1.0,Individual,,,,0.0,0.0,15672.0,1.0,3.0,1.0,1.0,8.0,8864.0,89.0,1.0,2.0,4989.0,66.0,13700.0,0.0,2.0,4.0,4.0,1959.0,5200.0,56.3,0.0,0.0,165.0,117.0,2.0,2.0,0.0,2.0,,0.0,,0.0,3.0,3.0,3.0,10.0,7.0,5.0,20.0,3.0,9.0,0.0,0.0,0.0,2.0,96.7,66.7,0.0,0.0,23759.0,15672.0,11900.0,9951.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
2582927,2556738,,10000.0,10000.0,10000.0, 36 months,6.49%,306.45,A,A2,Respiratory Therapist,8 years,MORTGAGE,60000.0,Not Verified,Jul-14,n,https://lendingclub.com/browse/loanDetail.action?loan_id=20040290,,credit_card,Credit card refinancing,852xx,AZ,18.42,0.0,Nov-95,715.0,719.0,0.0,,,11.0,0.0,23441.0,51%,34.0,w,0.0,0.0,10996.16662,10996.17,10000.0,996.17,0.0,0.0,0.0,Dec-16,2415.57,,Aug-20,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,213453.0,,,,,,,,,,,,46000.0,,,,6.0,21345.0,16506.0,46.9,0.0,0.0,136.0,223.0,4.0,4.0,8.0,4.0,,16.0,,0.0,4.0,5.0,5.0,8.0,12.0,8.0,14.0,5.0,11.0,0.0,0.0,0.0,1.0,100.0,20.0,0.0,0.0,251356.0,32779.0,31100.0,19381.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
1901423,478965,,15000.0,15000.0,15000.0, 36 months,8.81%,475.68,A,A5,Account Executive,< 1 year,ANY,71000.0,Not Verified,Apr-19,n,https://lendingclub.com/browse/loanDetail.action?loan_id=150960726,,debt_consolidation,Debt consolidation,637xx,MO,12.27,0.0,Apr-09,720.0,724.0,0.0,,,20.0,0.0,15568.0,19.90%,31.0,w,0.0,0.0,15665.491759999999,15665.49,15000.0,665.49,0.0,0.0,0.0,Nov-19,11818.75,,Nov-19,774.0,770.0,0.0,,1.0,Individual,,,,0.0,0.0,108969.0,1.0,1.0,1.0,2.0,7.0,10149.0,85.0,1.0,7.0,4344.0,29.0,78300.0,2.0,0.0,1.0,10.0,5448.0,37203.0,13.7,0.0,0.0,120.0,57.0,1.0,1.0,2.0,19.0,,7.0,,0.0,4.0,8.0,11.0,15.0,5.0,18.0,24.0,8.0,20.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,174800.0,25717.0,43100.0,12000.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
2386020,2024909,,30800.0,30800.0,30800.0, 60 months,15.41%,739.38,D,D1,Architectural Consultant,1 year,MORTGAGE,116000.0,Verified,Dec-15,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67238248,,debt_consolidation,Debt consolidation,840xx,UT,36.72,0.0,Apr-95,740.0,744.0,1.0,,,19.0,0.0,33535.0,38.10%,30.0,w,0.0,0.0,15645.73,15645.73,7346.24,6649.24,0.0,1650.25,297.045,Jul-17,739.38,,Jul-18,584.0,580.0,0.0,,1.0,Individual,,,,0.0,0.0,98338.0,0.0,4.0,0.0,3.0,13.0,64803.0,48.0,0.0,3.0,10609.0,43.0,88000.0,0.0,1.0,3.0,6.0,6146.0,44377.0,36.2,0.0,0.0,34.0,155.0,18.0,13.0,1.0,19.0,,1.0,,0.0,4.0,7.0,6.0,11.0,4.0,13.0,23.0,7.0,19.0,0.0,0.0,0.0,0.0,100.0,16.7,0.0,0.0,199928.0,98338.0,69600.0,111928.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,Y
1648464,1600280,,13000.0,13000.0,13000.0, 36 months,11.44%,428.32,B,B4,Customer Experience Specialist,7 years,MORTGAGE,52500.0,Source Verified,Dec-16,n,https://lendingclub.com/browse/loanDetail.action?loan_id=94425174,,debt_consolidation,Debt consolidation,436xx,OH,27.68,0.0,Oct-93,720.0,724.0,1.0,69.0,,19.0,0.0,17428.0,25.10%,53.0,f,0.0,0.0,15098.32,15098.32,13000.0,2098.32,0.0,0.0,0.0,Dec-18,2394.79,,Aug-20,734.0,730.0,0.0,,1.0,Individual,,,,0.0,0.0,162661.0,1.0,2.0,1.0,2.0,8.0,83835.0,83.0,1.0,3.0,5106.0,46.0,69500.0,1.0,3.0,2.0,5.0,9037.0,34973.0,29.5,0.0,0.0,151.0,278.0,4.0,4.0,3.0,30.0,,1.0,,0.0,5.0,8.0,7.0,14.0,19.0,15.0,30.0,8.0,19.0,0.0,0.0,0.0,2.0,96.2,28.6,0.0,0.0,239610.0,101263.0,49600.0,90610.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
1214098,474216,,10000.0,10000.0,10000.0, 60 months,17.19%,249.55,C,C5,,,RENT,42000.0,Source Verified,May-19,n,https://lendingclub.com/browse/loanDetail.action?loan_id=150957111,,debt_consolidation,Debt consolidation,104xx,NY,2.77,0.0,May-08,665.0,669.0,0.0,35.0,,4.0,0.0,2727.0,26%,6.0,w,8235.25,8235.25,3733.7,3733.7,1764.75,1968.95,0.0,0.0,0.0,Aug-20,249.55,Sep-20,Aug-20,534.0,530.0,1.0,35.0,1.0,Individual,,,,0.0,87.0,2727.0,2.0,0.0,0.0,0.0,121.0,0.0,,2.0,3.0,1506.0,26.0,10500.0,0.0,0.0,0.0,3.0,682.0,6273.0,30.3,0.0,0.0,131.0,29.0,4.0,4.0,0.0,4.0,,13.0,,2.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,2.0,66.7,0.0,0.0,0.0,10500.0,2727.0,9000.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
2548856,1374985,,29125.0,29125.0,29125.0, 60 months,16.02%,708.58,C,C5,Registered Nurse,4 years,MORTGAGE,120000.0,Source Verified,Jun-17,n,https://lendingclub.com/browse/loanDetail.action?loan_id=110393988,,home_improvement,Home improvement,751xx,TX,15.64,0.0,Nov-05,695.0,699.0,0.0,48.0,,11.0,0.0,7455.0,50.40%,30.0,w,13446.44,13446.44,26874.2,26874.2,15678.56,11195.64,0.0,0.0,0.0,Aug-20,708.58,Sep-20,Aug-20,749.0,745.0,0.0,48.0,1.0,Individual,,,,0.0,546.0,307140.0,0.0,5.0,0.0,1.0,15.0,84265.0,132.0,2.0,4.0,4857.0,96.0,14800.0,2.0,0.0,1.0,6.0,27922.0,5845.0,56.1,0.0,0.0,139.0,66.0,9.0,9.0,1.0,9.0,,10.0,,3.0,3.0,3.0,4.0,4.0,23.0,5.0,6.0,3.0,11.0,0.0,0.0,0.0,2.0,67.9,75.0,0.0,0.0,322175.0,91720.0,13300.0,90899.0,,,,,,,,,,,,,,,,,,,708.58,,,,,,,538.52994,13458.41,708.58,N,,,,,,,N
546359,2607085,,24050.0,24050.0,24050.0, 36 months,22.45%,924.09,E,E5,OFFICE MANAGER/ SALES,4 years,RENT,181000.0,Verified,Apr-14,n,https://lendingclub.com/browse/loanDetail.action?loan_id=14509013,,debt_consolidation,Debt consolidation,850xx,AZ,6.92,0.0,Sep-97,680.0,684.0,1.0,,,20.0,0.0,22655.0,78.40%,27.0,f,0.0,0.0,33269.59238,33269.59,24050.0,9219.59,0.0,0.0,0.0,Mar-17,1839.62,,Mar-17,649.0,645.0,0.0,,1.0,Individual,,,,0.0,0.0,27148.0,,,,,,,,,,,,28900.0,,,,5.0,1357.0,2199.0,89.7,0.0,0.0,91.0,199.0,17.0,17.0,0.0,17.0,,1.0,,0.0,12.0,17.0,13.0,16.0,4.0,19.0,23.0,17.0,20.0,0.0,0.0,0.0,0.0,100.0,84.6,0.0,0.0,37068.0,27148.0,21300.0,8168.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
2172865,1495149,,35000.0,35000.0,35000.0, 36 months,7.49%,1088.56,A,A4,Manager,10+ years,MORTGAGE,180000.0,Source Verified,Mar-17,n,https://lendingclub.com/browse/loanDetail.action?loan_id=99885737,,debt_consolidation,Debt consolidation,206xx,MD,18.29,0.0,Mar-02,720.0,724.0,0.0,,,13.0,0.0,120854.0,85%,27.0,w,0.0,0.0,39173.48182,39173.48,35000.0,4173.48,0.0,0.0,0.0,Mar-20,1088.44,,Aug-20,729.0,725.0,0.0,,1.0,Individual,,,,0.0,0.0,597647.0,0.0,3.0,1.0,1.0,8.0,76656.0,84.0,0.0,1.0,29033.0,85.0,141600.0,0.0,0.0,1.0,2.0,45972.0,12260.0,95.0,0.0,0.0,103.0,180.0,22.0,8.0,7.0,69.0,,8.0,,0.0,5.0,9.0,9.0,9.0,4.0,9.0,18.0,6.0,13.0,,0.0,0.0,1.0,100.0,80.0,0.0,0.0,650125.0,135044.0,61300.0,91525.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
1356403,1229544,,20000.0,20000.0,20000.0, 60 months,15.05%,476.33,C,C4,Asst. Manager,10+ years,MORTGAGE,61000.0,Not Verified,Oct-17,n,https://lendingclub.com/browse/loanDetail.action?loan_id=121339366,,debt_consolidation,Debt consolidation,212xx,MD,21.35,0.0,Jan-08,685.0,689.0,0.0,,,7.0,0.0,9976.0,79.80%,12.0,w,0.0,0.0,22179.653280000002,22179.65,20000.0,2179.65,0.0,0.0,0.0,Jul-18,18385.73,,Aug-20,774.0,770.0,0.0,,1.0,Individual,,,,0.0,0.0,33407.0,0.0,2.0,0.0,2.0,18.0,23431.0,79.0,0.0,0.0,6659.0,80.0,12500.0,0.0,5.0,0.0,2.0,5568.0,1589.0,84.3,0.0,0.0,59.0,117.0,39.0,18.0,0.0,39.0,,,,0.0,2.0,4.0,2.0,2.0,5.0,5.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,42000.0,33407.0,10100.0,29500.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
776243,1533628,,4000.0,4000.0,4000.0, 36 months,8.24%,125.79,B,B1,Office Management Specialist,1 year,RENT,92916.0,Verified,Feb-17,n,https://lendingclub.com/browse/loanDetail.action?loan_id=97789426,,moving,Moving and relocation,207xx,MD,30.78,0.0,May-02,685.0,689.0,0.0,,,20.0,0.0,17394.0,34.90%,36.0,w,0.0,0.0,2772.99,2772.99,2100.19,411.95,0.0,260.85,46.953,Oct-18,125.79,,Apr-19,554.0,550.0,0.0,,1.0,Individual,,,,0.0,1606.0,81881.0,3.0,6.0,2.0,5.0,2.0,64487.0,70.0,3.0,4.0,617.0,58.0,49900.0,1.0,10.0,4.0,9.0,4094.0,12406.0,9.4,0.0,0.0,177.0,155.0,1.0,1.0,0.0,22.0,,3.0,,0.0,5.0,10.0,5.0,7.0,14.0,14.0,22.0,10.0,20.0,0.0,0.0,0.0,5.0,100.0,0.0,0.0,0.0,142019.0,81881.0,13700.0,92119.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,Y
781300,597780,,27000.0,27000.0,27000.0, 60 months,8.19%,549.93,A,A4,Technical Designer,3 years,RENT,80000.0,Not Verified,Jan-19,n,https://lendingclub.com/browse/loanDetail.action?loan_id=146949114,,credit_card,Credit card refinancing,900xx,CA,17.76,0.0,Dec-93,715.0,719.0,0.0,,,13.0,0.0,30798.0,16.70%,13.0,w,21647.42,21647.42,8236.67,8236.67,5352.58,2884.09,0.0,0.0,0.0,Aug-20,549.93,Sep-20,Aug-20,724.0,720.0,0.0,,1.0,Individual,,,,0.0,0.0,62485.0,0.0,1.0,0.0,0.0,157.0,31687.0,103.0,0.0,2.0,15116.0,29.0,184900.0,0.0,0.0,0.0,2.0,5207.0,151102.0,16.9,0.0,0.0,157.0,301.0,15.0,15.0,0.0,15.0,,,,0.0,6.0,6.0,11.0,11.0,1.0,12.0,12.0,6.0,13.0,0.0,0.0,0.0,0.0,100.0,20.0,0.0,0.0,215823.0,62485.0,181900.0,30923.0,,,,,,,,,,,,,,N,CVD19SKIP,UNEMPLOYMENT,COMPLETE,4.0,0.0,May-20,Aug-20,Jun-20,4.0,0.0,ACTIVE,808.09,21888.73,257.51,N,,,,,,,N
2381965,701236,,16000.0,16000.0,16000.0, 36 months,10.72%,521.71,B,B2,,,MORTGAGE,80000.0,Not Verified,Nov-18,n,https://lendingclub.com/browse/loanDetail.action?loan_id=143509396,,house,Home buying,535xx,WI,27.23,0.0,Feb-07,725.0,729.0,3.0,,,28.0,0.0,16292.0,18.60%,50.0,w,0.0,0.0,6772.7,6772.7,5196.87,1575.83,0.0,0.0,0.0,Dec-19,521.71,,Aug-20,584.0,580.0,0.0,,1.0,Individual,,,,0.0,0.0,170786.0,5.0,4.0,2.0,5.0,5.0,55874.0,87.0,4.0,7.0,5703.0,48.0,87600.0,5.0,4.0,7.0,12.0,6100.0,50414.0,19.9,0.0,0.0,141.0,139.0,4.0,4.0,1.0,6.0,,5.0,,0.0,5.0,8.0,11.0,14.0,16.0,22.0,31.0,8.0,28.0,0.0,0.0,0.0,6.0,100.0,9.1,0.0,0.0,260184.0,72166.0,62900.0,64434.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,Y
218143,1955111,,14000.0,14000.0,14000.0, 60 months,17.27%,349.98,D,D2,Legal Administrator,10+ years,RENT,59000.0,Verified,Feb-16,n,https://lendingclub.com/browse/loanDetail.action?loan_id=71552905,,debt_consolidation,Debt consolidation,201xx,VA,18.51,0.0,May-96,675.0,679.0,0.0,63.0,,14.0,0.0,9131.0,32%,38.0,w,1014.89,1014.89,19110.55,19110.55,12985.11,6125.44,0.0,0.0,0.0,May-20,349.98,Aug-20,Aug-20,539.0,535.0,0.0,63.0,1.0,Individual,,,,0.0,12740.0,33002.0,2.0,1.0,2.0,3.0,6.0,23871.0,96.0,2.0,4.0,3703.0,62.0,28500.0,0.0,0.0,2.0,7.0,2539.0,2437.0,77.0,0.0,0.0,162.0,237.0,4.0,4.0,0.0,10.0,63.0,10.0,63.0,12.0,4.0,7.0,4.0,12.0,7.0,13.0,31.0,7.0,14.0,0.0,0.0,0.0,4.0,67.6,50.0,0.0,0.0,53500.0,33002.0,10600.0,25000.0,,,,,,,,,,,,,,,,,,,349.98,,,,,,,43.81785,1066.01,349.98,N,,,,,,,Y
1852450,1777902,,10000.0,10000.0,10000.0, 36 months,21.49%,379.28,D,D5,Administrator,4 years,RENT,45000.0,Source Verified,Jul-16,n,https://lendingclub.com/browse/loanDetail.action?loan_id=83910479,,debt_consolidation,Debt consolidation,926xx,CA,25.96,1.0,Nov-00,660.0,664.0,1.0,11.0,,11.0,0.0,16853.0,55.30%,17.0,w,0.0,0.0,10346.56,10346.56,6555.87,3293.47,0.0,497.22,44.7498,Sep-18,379.28,,Mar-19,499.0,0.0,0.0,,1.0,Individual,,,,0.0,0.0,43075.0,1.0,1.0,1.0,1.0,3.0,26222.0,98.0,1.0,3.0,3952.0,75.0,30500.0,1.0,2.0,3.0,4.0,3916.0,11099.0,56.0,0.0,0.0,3.0,187.0,12.0,3.0,0.0,14.0,,1.0,11.0,0.0,7.0,8.0,7.0,10.0,1.0,10.0,16.0,8.0,11.0,0.0,0.0,0.0,2.0,88.2,57.1,0.0,0.0,57408.0,43075.0,25200.0,26908.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,Y
1290933,568575,,1000.0,1000.0,1000.0, 36 months,8.19%,31.43,A,A4,Quality Control Technician,1 year,RENT,23000.0,Not Verified,Feb-19,n,https://lendingclub.com/browse/loanDetail.action?loan_id=147869970,,debt_consolidation,Debt consolidation,481xx,MI,22.86,0.0,Jun-06,740.0,744.0,0.0,,,21.0,0.0,4526.0,22.30%,26.0,f,530.46,530.46,565.28,565.28,469.54,95.74,0.0,0.0,0.0,Aug-20,31.43,Sep-20,Aug-20,689.0,685.0,0.0,,1.0,Individual,,,,0.0,0.0,71514.0,0.0,14.0,0.0,1.0,19.0,66988.0,107.0,0.0,1.0,2778.0,86.0,20300.0,1.0,1.0,0.0,2.0,3405.0,11386.0,20.4,0.0,0.0,152.0,146.0,21.0,19.0,0.0,78.0,,13.0,,0.0,3.0,4.0,5.0,5.0,17.0,7.0,9.0,4.0,21.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,82800.0,71514.0,14300.0,62500.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,,,,,,,N
